Site.Key,M.Year,Product.Simple,Plant.Start,Plant.End
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.1667 -50.0833 B7000,2011 Summer..2012 Summer,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-25.3833 -51.5000 B500,2010-11,common bean,,
-28.1864 -52.3263 B600,2002/2003,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-29.7180 -53.7331 B300,2014..2015,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.0910 -51.6790 B1000,1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-30.8333 -51.6333 B500,1985.1..1985.2..1986.1..1986.2..1987.1..1987.2..1988.1..1988.2..1989.1..1989.2..1990.1..1990.2..1991.1..1991.2..1992.1..1992.2..1993.1..1993.2..1994.1..1994.2..1995.1..1995.2..1996.1..1996.2..1997.1..1997.2..1998.1..1998.2..1999.1..1999.2..2000.1..2000.2..2001.1..2001.2..2002.1..2002.2..2003.1..2003.2..2004.1..2004.2..2005.1..2005.2,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0603 -37.3972 B200,unspecified,maize,,
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-5.0936 -37.8006 B1000,2012,maize,2012-04-01,2012-04-30
-7.0866 -41.4584 B80000,1998,maize,1998-01-21,1998-01-21
-7.0866 -41.4584 B80000,1998,maize,1998-01-21,1998-01-21
-7.0866 -41.4584 B80000,1998,maize,1998-01-21,1998-01-21
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
-7.0866 -41.4584 B80000,2000,maize,2000-01-23,2000-01-23
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,common bean,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
01.6167 -75.6000 B895,2018..2019,maize,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2003..2004..2005..2006..2007..2008..2009,coffee,,
09.8875 -83.6602 B1500,2012,coffee,,
10.0360 -84.1356 B200,2000,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2000,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2001,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2001,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2002,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2002,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2003,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2003,coffee,1997-01-01,1997-12-31
10.0360 -84.1356 B200,2004,coffee,1997-01-01,1997-12-31
